num_neurons, connection_probability, num_repeat, setup_time, simulate_time
100, 0.5, 9, 0.0007193088531494141, 0.03391695022583008
100, 0.75, 0, 0.0014851093292236328, 0.030725955963134766
100, 0.75, 1, 0.0012171268463134766, 0.030791759490966797
100, 0.75, 2, 0.0012578964233398438, 0.031132936477661133
100, 0.75, 3, 0.0011451244354248047, 0.032473087310791016
100, 0.75, 4, 0.0018620491027832031, 0.027230024337768555
100, 0.75, 5, 0.0011398792266845703, 0.025602102279663086
100, 0.75, 6, 0.0010368824005126953, 0.03187704086303711
100, 0.75, 7, 0.0010519027709960938, 0.034152984619140625
100, 0.75, 8, 0.0017802715301513672, 0.033925771713256836
100, 0.75, 9, 0.0011401176452636719, 0.034906864166259766
100, 1.0, 0, 0.0014328956604003906, 0.029621124267578125
100, 1.0, 1, 0.001600027084350586, 0.035974979400634766
100, 1.0, 2, 0.0015192031860351562, 0.0333256721496582
100, 1.0, 3, 0.0019371509552001953, 0.03245997428894043
100, 1.0, 4, 0.0016140937805175781, 0.033403873443603516
100, 1.0, 5, 0.0021448135375976562, 0.03397703170776367
100, 1.0, 6, 0.001413106918334961, 0.023463964462280273
100, 1.0, 7, 0.0013561248779296875, 0.029505014419555664
100, 1.0, 8, 0.0015039443969726562, 0.03325915336608887
100, 1.0, 9, 0.0017521381378173828, 0.03331899642944336
1000, 0.25, 0, 0.04517316818237305, 0.24511408805847168
1000, 0.25, 1, 0.042326927185058594, 0.2669970989227295
1000, 0.25, 2, 0.041831016540527344, 0.2608349323272705
1000, 0.25, 3, 0.03611493110656738, 0.29132699966430664
1000, 0.25, 4, 0.04247307777404785, 0.22687411308288574
1000, 0.25, 5, 0.04146313667297363, 0.22684574127197266
1000, 0.25, 6, 0.039379119873046875, 0.25579214096069336
1000, 0.25, 7, 0.03835010528564453, 0.276378870010376
1000, 0.25, 8, 0.0399777889251709, 0.29155611991882324
1000, 0.25, 9, 0.041676998138427734, 0.30167102813720703
1000, 0.5, 0, 0.09247779846191406, 0.24077391624450684
1000, 0.5, 1, 0.09468698501586914, 0.2912719249725342
1000, 0.5, 2, 0.11573672294616699, 0.62660813331604
1000, 0.5, 3, 0.09264922142028809, 0.2974729537963867
1000, 0.5, 4, 0.09721803665161133, 0.2847311496734619
1000, 0.5, 5, 0.10139799118041992, 0.3757202625274658
1000, 0.5, 6, 0.08875322341918945, 0.3198661804199219
1000, 0.5, 7, 0.09329605102539062, 0.2807159423828125
1000, 0.5, 8, 0.09794473648071289, 0.30267786979675293
1000, 0.5, 9, 0.08832526206970215, 0.3121659755706787
1000, 0.75, 0, 0.13591408729553223, 0.2857940196990967
1000, 0.75, 1, 0.1316971778869629, 0.2944469451904297
1000, 0.75, 2, 0.13855504989624023, 0.27428579330444336
1000, 0.75, 3, 0.13274812698364258, 0.2489778995513916
1000, 0.75, 4, 0.13669085502624512, 0.21760821342468262
1000, 0.75, 5, 0.12494277954101562, 0.19523191452026367
1000, 0.75, 6, 0.12957382202148438, 0.17268610000610352
1000, 0.75, 7, 0.12986016273498535, 0.17306804656982422
1000, 0.75, 8, 0.13931608200073242, 0.16975903511047363
1000, 0.75, 9, 0.1354830265045166, 0.23128604888916016
1000, 1.0, 0, 0.17534518241882324, 0.1636037826538086
1000, 1.0, 1, 0.17447185516357422, 0.17180299758911133
1000, 1.0, 2, 0.17806792259216309, 0.25664782524108887
1000, 1.0, 3, 0.17445087432861328, 0.2132740020751953
1000, 1.0, 4, 0.174285888671875, 0.17405414581298828
1000, 1.0, 5, 0.1811971664428711, 0.2111680507659912
1000, 1.0, 6, 0.16957902908325195, 0.19002079963684082
1000, 1.0, 7, 0.16956400871276855, 0.21790122985839844
1000, 1.0, 8, 0.16513323783874512, 0.1876218318939209
1000, 1.0, 9, 0.1790142059326172, 0.22790002822875977
10000, 0.25, 0, 4.591369152069092, 23.243219137191772
10000, 0.25, 1, 4.519335985183716, 21.939990997314453
10000, 0.25, 2, 4.689985752105713, 24.07403302192688
10000, 0.25, 3, 4.2020721435546875, 21.266440868377686
10000, 0.25, 4, 4.394384145736694, 20.93755006790161
10000, 0.25, 5, 4.444745063781738, 21.209400177001953
10000, 0.25, 6, 4.290117025375366, 20.501060009002686
10000, 0.25, 7, 3.7534902095794678, 19.428890228271484
10000, 0.25, 8, 4.31420373916626, 26.756561994552612
10000, 0.25, 9, 4.340628147125244, 24.400452136993408
10000, 0.5, 0, 8.764325857162476, 24.24365496635437
10000, 0.5, 1, 9.287667989730835, 26.017842292785645
10000, 0.5, 2, 8.835888862609863, 24.295940160751343
10000, 0.5, 3, 8.25076699256897, 24.17258906364441
10000, 0.5, 4, 8.689284086227417, 24.096373081207275
10000, 0.5, 5, 8.699873924255371, 23.860097885131836
10000, 0.5, 6, 8.558132886886597, 23.961355924606323
10000, 0.5, 7, 8.305219650268555, 23.949937105178833
10000, 0.5, 8, 8.28112506866455, 24.08771324157715
10000, 0.5, 9, 8.549424171447754, 24.17697024345398
10000, 0.75, 0, 13.237215042114258, 24.979828119277954
10000, 0.75, 1, 13.10693907737732, 24.589722871780396
10000, 0.75, 2, 13.061744928359985, 24.237648010253906
10000, 0.75, 3, 13.878641843795776, 24.805370092391968
10000, 0.75, 4, 11.078362703323364, 19.198956966400146
10000, 0.75, 5, 11.835837125778198, 20.564218759536743
10000, 0.75, 6, 11.046486139297485, 19.26496696472168
10000, 0.75, 7, 11.036993026733398, 19.151020050048828
10000, 0.75, 8, 11.109564065933228, 19.8024480342865
10000, 0.75, 9, 11.317711114883423, 20.108394384384155
10000, 1.0, 0, 15.103227138519287, 19.203196048736572
10000, 1.0, 1, 14.225322008132935, 19.151991844177246
10000, 1.0, 2, 14.36657190322876, 19.048847675323486
10000, 1.0, 3, 14.280981302261353, 19.00447416305542
10000, 1.0, 4, 14.0678129196167, 18.840604782104492
10000, 1.0, 5, 14.23177981376648, 18.781142950057983
10000, 1.0, 6, 14.09353518486023, 19.102231979370117
10000, 1.0, 7, 16.224010944366455, 19.950817108154297
10000, 1.0, 8, 14.707700967788696, 19.032117128372192
10000, 1.0, 9, 15.311157941818237, 19.937186002731323
